Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Change %,HPR,HL %,Mkt Cap ($B)
2021-04-30,414.94,415.84,413.66,414.61,85527000,0.0,0,-0.08,-0.66,0.53,374.23
2021-05-03,416.73,417.13,414.98,415.51,68128300,0.0,0,-0.29,0.22,0.52,375.03
2021-05-04,413.39,413.92,409.02,412.94,101591200,0.0,0,-0.11,-0.62,1.2,372.72
2021-05-05,414.69,414.94,412.47,413.07,60162200,0.0,0,-0.39,0.03,0.6,372.84
2021-05-06,413.15,416.51,411.01,416.37,74321400,0.0,0,0.78,0.8,1.34,375.82
2021-05-07,417.18,420.1,416.46,419.4,67733800,0.0,0,0.53,0.73,0.87,378.55
2021-05-10,419.78,420.02,415.12,415.25,81852400,0.0,0,-1.08,-0.99,1.18,374.8
2021-05-11,410.44,412.59,407.42,411.54,116888000,0.0,0,0.27,-0.89,1.27,371.46
2021-05-12,408.58,409.93,401.4,402.8,134811000,0.0,0,-1.42,-2.12,2.13,363.57
2021-05-13,404.45,409.69,404.4,407.64,106394000,0.0,0,0.79,1.2,1.31,367.93
2021-05-14,410.55,414.8,410.52,413.9,82201600,0.0,0,0.82,1.54,1.04,373.58
2021-05-17,412.71,413.71,410.7,412.84,65129200,0.0,0,0.03,-0.25,0.73,372.63
2021-05-18,413.12,413.38,409.12,409.29,59810200,0.0,0,-0.93,-0.86,1.04,369.42
2021-05-19,404.3,408.4,402.72,408.21,106467100,0.0,0,0.97,-0.26,1.41,368.45
2021-05-20,409.15,413.95,409.02,412.6,78022200,0.0,0,0.85,1.08,1.2,372.42
2021-05-21,414.18,415.51,411.78,412.27,76578700,0.0,0,-0.46,-0.08,0.9,372.11
2021-05-24,414.65,417.61,414.39,416.47,51376700,0.0,0,0.44,1.02,0.78,375.9
2021-05-25,417.62,418.0,414.93,415.54,57451400,0.0,0,-0.5,-0.22,0.74,375.07
2021-05-26,416.17,416.91,415.07,416.37,43088600,0.0,0,0.05,0.2,0.44,375.82
2021-05-27,417.46,418.01,416.29,416.59,56707700,0.0,0,-0.21,0.05,0.41,376.01
2021-05-28,418.26,418.54,417.08,417.33,58520200,0.0,0,-0.22,0.18,0.35,376.69
2021-06-01,419.85,420.0,416.5,416.97,54216600,0.0,0,-0.69,-0.09,0.84,376.35
2021-06-02,417.66,418.52,416.59,417.62,49097100,0.0,0,-0.01,0.16,0.46,376.95
2021-06-03,415.16,417.28,413.6,416.07,58138800,0.0,0,0.22,-0.37,0.89,375.55
2021-06-04,418.04,420.19,416.14,419.88,55938800,0.0,0,0.44,0.91,0.97,378.98
2021-06-07,419.87,420.06,418.48,419.47,51555000,0.0,0,-0.09,-0.1,0.38,378.61
2021-06-08,420.38,420.48,417.61,419.56,47134300,0.0,0,-0.2,0.02,0.69,378.69
2021-06-09,420.45,420.53,418.69,418.93,48436300,0.0,0,-0.36,-0.15,0.44,378.13
2021-06-10,420.23,421.89,418.83,420.88,51020100,0.0,0,0.15,0.46,0.73,379.89
2021-06-11,421.47,421.69,420.1,421.58,45570800,0.0,0,0.03,0.17,0.38,380.51
2021-06-14,421.69,422.63,420.37,422.52,42358500,0.0,0,0.2,0.22,0.54,381.37
2021-06-15,422.68,422.72,420.81,421.74,51508500,0.0,0,-0.22,-0.18,0.45,380.67
2021-06-16,421.89,422.13,417.21,419.39,80386100,0.0,0,-0.59,-0.56,1.18,378.54
2021-06-17,418.95,420.29,416.62,419.25,90949700,0.0,0,0.07,-0.03,0.88,378.42
2021-06-18,415.76,416.5,413.38,413.6,118676300,1.38,0,-0.52,-1.02,0.75,373.31
2021-06-21,415.47,419.72,414.6,419.52,72822000,0.0,0,0.97,1.43,1.23,378.66
2021-06-22,419.51,422.65,418.74,421.76,57700300,0.0,0,0.54,0.53,0.93,380.68
2021-06-23,421.84,422.7,421.16,421.25,49445400,0.0,0,-0.14,-0.12,0.36,380.22
2021-06-24,423.53,424.19,423.26,423.74,45110300,0.0,0,0.05,0.59,0.22,382.47
2021-06-25,424.54,425.73,424.19,425.25,58129500,0.0,0,0.17,0.36,0.36,383.83
2021-06-28,425.81,426.28,424.53,426.1,53159600,0.0,0,0.07,0.2,0.41,384.6
2021-06-29,426.51,427.19,425.77,426.33,35970500,0.0,0,-0.04,0.05,0.33,384.81
2021-06-30,425.85,427.41,425.82,426.69,64827900,0.0,0,0.2,0.08,0.37,385.13
2021-07-01,427.5,429.22,427.43,429.06,53441000,0.0,0,0.36,0.55,0.42,387.27
2021-07-02,430.29,432.71,429.15,432.33,57697700,0.0,0,0.47,0.76,0.83,390.23
2021-07-06,432.39,432.62,428.64,431.55,68710400,0.0,0,-0.2,-0.18,0.93,389.51
2021-07-07,432.28,433.37,430.13,433.07,63549500,0.0,0,0.18,0.35,0.75,390.89
2021-07-08,427.41,430.35,426.15,429.54,97595200,0.0,0,0.5,-0.81,0.98,387.71
2021-07-09,431.15,434.45,429.33,434.13,76238600,0.0,0,0.69,1.07,1.19,391.84
2021-07-12,434.04,435.95,433.58,435.68,52889600,0.0,0,0.38,0.36,0.55,393.25
2021-07-13,434.85,436.44,433.92,434.2,52911300,0.0,0,-0.15,-0.34,0.58,391.91
2021-07-14,436.0,436.52,433.52,434.85,64130400,0.0,0,-0.27,0.15,0.69,392.49
2021-07-15,433.42,434.14,431.34,433.36,55126400,0.0,0,-0.01,-0.34,0.65,391.15
2021-07-16,434.62,434.67,429.54,429.96,75874700,0.0,0,-1.07,-0.78,1.19,388.08
2021-07-19,424.83,430.03,420.62,423.61,147987000,0.0,0,-0.29,-1.48,2.24,382.35
2021-07-20,424.32,431.04,423.47,429.68,99608200,0.0,0,1.26,1.43,1.79,387.83
2021-07-21,430.96,433.31,429.63,433.16,64724400,0.0,0,0.51,0.81,0.86,390.97
2021-07-22,433.35,434.33,432.31,434.07,47878500,0.0,0,0.17,0.21,0.47,391.79
2021-07-23,436.12,438.89,435.4,438.54,63766600,0.0,0,0.55,1.03,0.8,395.82
2021-07-26,437.91,439.62,437.86,439.61,43719200,0.0,0,0.39,0.25,0.4,396.79
2021-07-27,438.51,438.54,434.6,437.61,67397100,0.0,0,-0.2,-0.46,0.91,394.99
2021-07-28,438.28,438.89,435.91,437.43,52472400,0.0,0,-0.19,-0.04,0.68,394.82
2021-07-29,438.42,440.39,438.41,439.24,47435300,0.0,0,0.19,0.41,0.45,396.46
2021-07-30,436.51,438.65,436.37,437.11,68890600,0.0,0,0.14,-0.49,0.52,394.54
2021-08-02,438.93,439.52,435.81,436.19,58783300,0.0,0,-0.62,-0.21,0.85,393.71
2021-08-03,437.04,439.87,434.71,439.74,58053900,0.0,0,0.62,0.81,1.19,396.91
2021-08-04,438.38,439.71,437.33,437.58,46732200,0.0,0,-0.18,-0.49,0.54,394.96
2021-08-05,438.81,440.44,438.48,440.35,38969700,0.0,0,0.35,0.63,0.45,397.46
2021-08-06,440.69,441.53,440.39,441.08,46864100,0.0,0,0.09,0.17,0.26,398.12
2021-08-09,441.05,441.39,439.9,440.72,41222600,0.0,0,-0.07,-0.08,0.34,397.79
2021-08-10,441.2,442.02,440.47,441.27,43339300,0.0,0,0.02,0.12,0.35,398.29
2021-08-11,442.4,442.46,441.21,442.36,44034300,0.0,0,-0.01,0.25,0.28,399.28
2021-08-12,442.2,443.84,441.25,443.69,38909400,0.0,0,0.34,0.3,0.59,400.47
2021-08-13,444.17,444.52,443.65,444.5,39388300,0.0,0,0.07,0.18,0.2,401.2
2021-08-16,443.11,445.68,441.46,445.54,73740000,0.0,0,0.55,0.24,0.96,402.15
2021-08-17,442.82,443.54,439.44,442.62,92673900,0.0,0,-0.05,-0.66,0.93,399.51
2021-08-18,441.55,443.21,437.52,437.78,89351900,0.0,0,-0.85,-1.09,1.3,395.14
2021-08-19,434.88,439.73,434.73,438.46,92812200,0.0,0,0.82,0.15,1.15,395.75
2021-08-20,438.82,442.29,438.31,441.94,71975900,0.0,0,0.71,0.8,0.91,398.9
2021-08-23,443.74,446.8,442.02,445.83,54973000,0.0,0,0.47,0.88,1.08,402.41
2021-08-24,446.54,447.11,445.99,446.54,38744700,0.0,0,0.0,0.16,0.25,403.05
2021-08-25,446.74,448.02,446.34,447.48,40529700,0.0,0,0.17,0.21,0.38,403.89
2021-08-26,447.18,447.43,444.74,444.83,57829600,0.0,0,-0.52,-0.59,0.61,401.51
2021-08-27,445.69,449.21,445.63,448.81,77201900,0.0,0,0.7,0.89,0.8,405.1
2021-08-30,449.53,451.62,449.27,450.79,48357400,0.0,0,0.28,0.44,0.52,406.88
2021-08-31,450.69,451.05,449.48,450.12,59300200,0.0,0,-0.13,-0.15,0.35,406.28
2021-09-01,451.11,451.66,450.11,450.36,48721400,0.0,0,-0.17,0.05,0.35,406.49
2021-09-02,451.87,452.6,450.47,451.74,42501000,0.0,0,-0.03,0.31,0.47,407.74
2021-09-03,450.54,452.18,450.11,451.63,47170500,0.0,0,0.24,-0.02,0.46,407.64
2021-09-07,451.26,451.36,449.3,450.02,51671500,0.0,0,-0.28,-0.36,0.46,406.19
2021-09-08,449.45,450.23,447.43,449.47,56181900,0.0,0,0.0,-0.12,0.63,405.69
2021-09-09,449.26,451.12,447.29,447.55,57970400,0.0,0,-0.38,-0.43,0.86,403.96
2021-09-10,449.6,450.05,443.89,444.02,89848000,0.0,0,-1.24,-0.79,1.39,400.77
2021-09-13,447.21,447.49,442.69,445.15,83738600,0.0,0,-0.46,0.26,1.08,401.8
2021-09-14,446.69,446.91,441.8,442.75,78197100,0.0,0,-0.88,-0.54,1.16,399.63
2021-09-15,443.2,446.98,442.02,446.45,78792200,0.0,0,0.73,0.84,1.12,402.97
2021-09-16,445.89,446.93,442.6,445.74,77786700,0.0,0,-0.03,-0.16,0.98,402.33
2021-09-17,444.92,445.37,441.02,441.4,118425000,1.43,0,-0.79,-0.65,0.99,398.41
2021-09-20,434.88,436.56,428.86,434.04,166445500,0.0,0,-0.19,-1.67,1.8,391.76
2021-09-21,436.53,437.91,433.07,433.63,92526100,0.0,0,-0.66,-0.09,1.12,391.39
2021-09-22,436.05,440.03,433.75,437.86,102350100,0.0,0,0.42,0.98,1.45,395.21
2021-09-23,439.85,444.89,439.6,443.18,76396000,0.0,0,0.76,1.22,1.2,400.01
2021-09-24,441.44,444.67,441.21,443.91,62094800,0.0,0,0.56,0.16,0.78,400.67
2021-09-27,442.81,444.05,441.9,442.64,61371100,0.0,0,-0.04,-0.29,0.49,399.53
2021-09-28,439.69,440.04,432.94,433.72,130436300,0.0,0,-1.36,-2.02,1.64,391.48
2021-09-29,435.19,437.04,433.85,434.45,82329200,0.0,0,-0.17,0.17,0.74,392.13
2021-09-30,436.02,436.77,428.78,429.14,140181200,0.0,0,-1.58,-1.22,1.86,387.34
2021-10-01,430.98,436.03,427.23,434.24,129240100,0.0,0,0.76,1.19,2.06,391.95
2021-10-04,433.0,433.96,426.36,428.64,128570000,0.0,0,-1.01,-1.29,1.78,386.89
2021-10-05,430.24,435.49,429.39,433.1,90682500,0.0,0,0.66,1.04,1.42,390.92
2021-10-06,429.27,435.12,427.54,434.9,113032200,0.0,0,1.31,0.42,1.77,392.54
2021-10-07,438.39,441.68,438.2,438.66,72437500,0.0,0,0.06,0.86,0.79,395.93
2021-10-08,439.48,439.89,437.19,437.86,74492900,0.0,0,-0.37,-0.18,0.62,395.21
2021-10-11,437.16,440.26,434.62,434.69,65233300,0.0,0,-0.57,-0.72,1.3,392.35
2021-10-12,435.67,436.1,432.78,433.62,71181200,0.0,0,-0.47,-0.25,0.77,391.39
2021-10-13,434.71,436.05,431.54,435.18,72974000,0.0,0,0.11,0.36,1.05,392.79
2021-10-14,439.08,442.66,438.58,442.5,70236800,0.0,0,0.78,1.68,0.93,399.4
2021-10-15,444.75,446.26,444.09,445.87,66226800,0.0,0,0.25,0.76,0.49,402.44
2021-10-18,443.97,447.55,443.27,447.19,62213200,0.0,0,0.73,0.3,0.97,403.63
2021-10-19,448.92,450.71,448.27,450.64,46996800,0.0,0,0.38,0.77,0.54,406.75
2021-10-20,451.13,452.73,451.01,452.41,49571600,0.0,0,0.28,0.39,0.38,408.35
2021-10-21,451.77,453.83,451.31,453.59,41305400,0.0,0,0.4,0.26,0.56,409.41
2021-10-22,453.13,454.67,451.05,453.12,58845100,0.0,0,-0.0,-0.1,0.8,408.99
2021-10-25,454.28,455.9,452.39,455.55,45214500,0.0,0,0.28,0.54,0.78,411.18
2021-10-26,457.2,458.49,455.56,455.96,56075100,0.0,0,-0.27,0.09,0.64,411.55
2021-10-27,456.45,457.16,453.86,453.94,72438000,0.0,0,-0.55,-0.44,0.73,409.73
2021-10-28,455.46,458.4,455.45,458.32,51437900,0.0,0,0.63,0.96,0.65,413.68
2021-10-29,455.87,459.56,455.56,459.25,70108200,0.0,0,0.74,0.2,0.88,414.52
2021-11-01,460.3,460.7,458.2,460.04,48433600,0.0,0,-0.06,0.17,0.55,415.23
2021-11-02,460.22,462.23,460.08,461.9,48908400,0.0,0,0.37,0.4,0.47,416.91
2021-11-03,461.3,465.15,460.83,464.72,52509800,0.0,0,0.74,0.61,0.94,419.46
2021-11-04,465.36,467.0,464.99,466.91,52847100,0.0,0,0.33,0.47,0.43,421.43
2021-11-05,469.28,470.65,466.92,468.53,66332200,0.0,0,-0.16,0.35,0.8,422.9
2021-11-08,469.7,470.23,468.2,468.93,50405200,0.0,0,-0.16,0.09,0.43,423.26
2021-11-09,469.32,469.57,465.88,467.38,51149100,0.0,0,-0.41,-0.33,0.79,421.86
2021-11-10,465.58,467.38,462.04,463.62,69429700,0.0,0,-0.42,-0.8,1.16,418.46
2021-11-11,465.21,465.29,463.75,463.77,34848500,0.0,0,-0.31,0.03,0.33,418.6
2021-11-12,465.12,467.86,464.11,467.27,53423300,0.0,0,0.46,0.75,0.81,421.76
2021-11-15,468.64,468.81,466.23,467.43,46980500,0.0,0,-0.26,0.03,0.55,421.9
2021-11-16,467.15,470.49,467.07,469.28,48857500,0.0,0,0.46,0.4,0.73,423.57
2021-11-17,469.0,469.19,467.48,468.14,47858300,0.0,0,-0.18,-0.24,0.37,422.54
2021-11-18,469.24,470.01,466.34,469.73,50625600,0.0,0,0.1,0.34,0.79,423.98
2021-11-19,469.61,470.94,468.5,468.89,57288900,0.0,0,-0.15,-0.18,0.52,423.22
2021-11-22,470.89,473.53,467.35,467.57,72408816,0.0,0,-0.71,-0.28,1.32,422.03
